id,day_hour,clientip,GET,POST,HEAD,hour,no_of_client
25300,2019-01-29 1,54.36.148.873,1,0,0,1,1
25301,2019-01-22 6,5.211.97.340,1,0,0,6,1
25302,2019-01-22 0,5.211.97.445,1,0,0,0,1
25303,2019-01-22 5,207.46.13.214,1,0,0,5,1
25304,2019-01-22 8,5.211.97.342,1,0,0,8,1
25305,2019-01-22 10,66.111.54.580,1,0,0,10,1
25306,2019-01-22 8,5.211.97.136,1,0,0,8,1
25307,2019-01-22 7,91.99.72.147,0,1,0,7,1
25308,2019-01-22 10,2.177.12.836,1,0,0,10,1
25309,2019-01-22 10,31.56.96.536,1,0,0,10,1
25310,2019-01-22 7,5.78.198.867,0,1,0,7,1
25311,2019-01-22 0,2.177.12.243,1,0,0,0,1
25312,2019-01-22 9,5.211.97.560,1,0,0,9,1
25313,2019-01-30 7,66.249.66.194,0,1,0,7,1
25314,2019-01-22 0,91.99.72.862,1,0,0,0,1
25315,2019-01-19 0,5.62.206.677,1,0,0,0,1
25316,2019-01-22 0,66.111.54.130,1,0,0,0,1
25317,2019-01-22 9,91.99.72.589,1,0,0,9,1
25318,2019-01-22 0,5.62.206.439,1,0,0,0,1
25319,2019-01-16 5,5.211.97.39,0,1,0,5,1
25320,2019-01-22 3,5.209.200.369,1,0,0,3,1
25321,2019-01-22 8,5.78.198.975,1,0,0,8,1
25322,2019-01-22 2,2.177.12.24,1,0,0,2,1
25323,2019-01-22 10,2.179.141.349,0,1,0,10,1
25324,2019-01-22 2,5.78.198.321,0,1,0,2,1
25325,2019-01-22 8,40.77.167.134,1,0,0,8,1
25326,2019-01-22 8,66.249.66.336,1,0,0,8,1
25327,2019-01-22 0,91.99.72.835,0,1,0,0,1
25328,2019-01-22 11,66.249.66.985,1,0,0,11,1
25329,2019-01-22 6,66.249.66.617,1,0,0,6,1
25330,2019-01-22 8,66.249.66.155,2,0,0,8,2
25331,2019-01-22 2,66.249.66.152,1,0,0,2,1
25332,2019-01-22 2,5.78.198.465,0,1,0,2,1
25333,2019-01-22 2,5.78.198.966,0,1,0,2,1
25334,2019-01-22 3,66.111.54.23,1,0,0,3,1
25335,2019-01-22 5,5.78.198.249,1,0,0,5,1
25336,2019-01-22 1,5.78.198.173,1,0,0,1,1
25337,2019-01-22 1,66.249.66.225,2,0,0,1,2
25338,2019-01-22 11,2.177.12.978,1,0,0,11,1
25339,2019-01-22 2,66.249.66.668,1,0,0,2,1
25340,2019-01-22 5,5.209.200.495,1,0,0,5,1
25341,2019-01-22 9,66.249.66.841,1,0,0,9,1
25342,2019-01-22 0,66.111.54.150,1,0,0,0,1
25343,2019-01-22 9,66.249.66.612,1,0,0,9,1
25344,2019-01-22 4,5.209.200.296,1,0,0,4,1
25345,2019-01-22 9,5.211.97.936,1,0,0,9,1
25346,2019-01-22 0,207.46.13.466,1,0,0,0,1
25347,2019-01-22 10,5.211.97.39,1,5,0,10,6
25348,2019-01-22 0,54.36.148.599,1,0,0,0,1
25349,2019-01-22 6,40.77.167.70,1,0,0,6,1
25350,2019-01-22 11,91.99.72.718,1,0,0,11,1
25351,2019-01-22 3,66.111.54.249,8,2,0,3,10
25352,2019-01-22 0,54.36.148.216,1,0,0,0,1
25353,2019-01-22 2,66.249.66.874,1,0,0,2,1
25354,2019-01-22 0,5.211.97.718,1,0,0,0,1
25355,2019-01-22 9,66.249.66.993,1,1,0,9,2
25356,2019-01-22 4,91.99.72.340,0,1,0,4,1
25357,2019-01-22 11,54.36.148.844,1,0,0,11,1
25358,2019-01-27 3,207.46.13.115,2,0,0,3,2
25359,2019-01-22 11,2.177.12.504,1,0,0,11,1
25360,2019-01-22 9,5.211.97.275,2,0,0,9,2
25361,2019-01-22 8,66.249.66.123,2,0,0,8,2
25362,2019-01-22 2,2.179.141.847,0,1,0,2,1
25363,2019-01-22 0,54.36.148.390,1,0,0,0,1
25364,2019-01-22 0,66.249.66.518,1,0,0,0,1
25365,2019-01-22 9,5.209.200.800,1,0,0,9,1
25366,2019-01-22 0,66.249.66.437,1,0,0,0,1
25367,2019-01-22 1,66.249.66.21,1,0,0,1,1
25368,2019-01-22 6,66.111.54.996,1,0,0,6,1
25369,2019-01-22 5,40.77.167.847,1,0,0,5,1
25370,2019-01-22 5,2.179.141.306,0,1,0,5,1
25371,2019-01-22 11,2.179.141.116,0,1,0,11,1
25372,2019-01-22 8,66.249.66.955,1,1,0,8,2
25373,2019-01-22 11,66.249.66.822,2,0,0,11,2
25374,2019-01-22 8,66.111.54.618,1,0,0,8,1
25375,2019-01-22 4,2.179.141.637,0,1,0,4,1
25376,2019-01-22 9,66.249.66.561,1,0,0,9,1
25377,2019-01-22 1,5.78.198.689,1,0,0,1,1
25378,2019-01-22 7,2.179.141.914,0,1,0,7,1
25379,2019-01-22 5,204.18.198.380,1,0,0,5,1
25380,2019-01-22 0,204.18.198.479,1,0,0,0,1
25381,2019-01-22 8,66.111.54.554,1,0,0,8,1
25382,2019-01-22 10,91.99.72.65,1,0,0,10,1
25383,2019-01-22 11,66.249.66.138,1,0,0,11,1
25384,2019-01-22 7,66.111.54.375,1,0,0,7,1
25385,2019-01-22 0,5.78.198.955,0,1,0,0,1
25386,2019-01-22 3,66.249.66.330,1,0,0,3,1
25387,2019-01-22 9,66.249.66.179,1,0,0,9,1
25388,2019-01-22 8,2.179.141.356,0,1,0,8,1
25389,2019-01-22 2,2.177.12.506,1,0,0,2,1
25390,2019-01-22 8,66.111.54.346,1,0,0,8,1
25391,2019-01-22 2,66.249.66.122,0,1,0,2,1
25392,2019-01-22 6,5.78.198.341,1,0,0,6,1
25393,2019-01-22 3,66.249.66.716,1,0,0,3,1
25394,2019-01-22 5,66.111.54.966,1,0,0,5,1
25395,2019-01-22 1,66.249.66.542,1,0,0,1,1
25396,2019-01-22 6,2.179.141.198,0,1,0,6,1
25397,2019-01-22 7,54.36.148.754,1,0,0,7,1
25398,2019-01-22 10,66.249.66.236,1,0,0,10,1
25399,2019-01-22 1,2.179.141.233,0,1,0,1,1
25400,2019-01-22 3,31.56.96.62,1,0,0,3,1
25401,2019-01-11 3,54.36.148.395,1,0,0,3,1
25402,2019-01-22 8,5.211.97.1,1,0,0,8,1
25403,2019-01-21 7,54.36.148.727,1,0,0,7,1
25404,2019-01-20 0,5.62.206.884,1,0,0,0,1
25405,2019-01-22 3,66.249.66.3,1,0,0,3,1
25406,2019-01-22 9,5.209.200.989,1,0,0,9,1
25407,2019-01-22 10,207.46.13.233,1,0,0,10,1
25408,2019-01-22 0,66.249.66.360,2,0,0,0,2
25409,2019-01-22 7,31.56.96.750,1,0,0,7,1
25410,2019-01-22 3,5.78.198.559,0,1,0,3,1
25411,2019-01-22 8,66.111.54.113,1,0,0,8,1
25412,2019-01-22 2,5.209.200.935,1,0,0,2,1
25413,2019-01-22 11,91.99.72.566,1,0,0,11,1
25414,2019-01-22 1,66.111.54.219,1,0,0,1,1
25415,2019-01-22 6,66.249.66.7,1,0,0,6,1
25416,2019-01-22 5,91.99.72.893,0,1,0,5,1
25417,2019-01-22 0,207.46.13.12,1,0,0,0,1
25418,2019-01-15 0,5.62.206.305,1,0,0,0,1
25419,2019-01-26 8,54.36.148.576,1,0,0,8,1
25420,2019-01-22 4,91.99.72.651,1,0,0,4,1
25421,2019-01-22 9,91.99.72.546,1,0,0,9,1
25422,2019-01-22 7,54.36.148.394,1,0,0,7,1
25423,2019-01-22 1,5.211.97.11,1,0,0,1,1
25424,2019-01-22 0,5.209.200.793,1,0,0,0,1
25425,2019-01-22 3,5.78.198.373,0,1,0,3,1
25426,2019-01-22 7,5.211.97.33,1,0,0,7,1
25427,2019-01-31 11,5.211.97.39,0,1,0,11,1
25428,2019-01-22 2,66.111.54.408,1,0,0,2,1
25429,2019-01-22 2,204.18.198.66,1,0,0,2,1
25430,2019-01-22 2,2.177.12.315,1,0,0,2,1
25431,2019-01-22 6,66.111.54.449,1,0,0,6,1
25432,2019-01-22 1,204.18.198.940,1,0,0,1,1
25433,2019-01-22 0,204.18.198.618,1,0,0,0,1
25434,2019-01-22 9,91.99.72.394,1,0,0,9,1
25435,2019-01-22 9,5.211.97.160,1,0,0,9,1
25436,2019-01-22 0,40.77.167.914,1,0,0,0,1
25437,2019-01-22 4,207.46.13.695,1,0,0,4,1
25438,2019-01-22 0,2.177.12.221,1,0,0,0,1
25439,2019-01-22 7,66.249.66.154,1,0,0,7,1
25440,2019-01-22 3,66.111.54.61,1,0,0,3,1
25441,2019-01-22 4,91.99.72.889,1,0,0,4,1
25442,2019-01-22 3,66.249.66.673,1,0,0,3,1
25443,2019-01-22 5,66.249.66.965,1,0,0,5,1
25444,2019-01-22 4,5.211.97.826,1,0,0,4,1
25445,2019-01-22 0,66.249.66.991,1,0,0,0,1
25446,2019-01-22 2,66.249.66.473,1,0,0,2,1
25447,2019-01-22 4,2.179.141.662,0,1,0,4,1
25448,2019-01-22 0,66.249.66.168,1,0,0,0,1
25449,2019-01-22 6,5.211.97.906,1,0,0,6,1
25450,2019-01-22 7,91.99.72.334,1,0,0,7,1
25451,2019-01-22 1,66.249.66.855,2,0,0,1,2
25452,2019-01-22 8,66.111.54.649,1,0,0,8,1
25453,2019-01-22 7,91.99.72.70,1,0,0,7,1
25454,2019-01-22 5,66.249.66.108,1,0,0,5,1
25455,2019-01-22 5,5.78.198.65,0,1,0,5,1
25456,2019-01-25 3,66.249.66.194,3,1,0,3,4
25457,2019-01-22 8,66.249.66.436,1,0,0,8,1
25458,2019-01-22 10,66.111.54.0,1,0,0,10,1
25459,2019-01-22 7,91.99.72.69,1,0,0,7,1
25460,2019-01-22 2,66.249.66.331,1,1,0,2,2
25461,2019-01-22 0,2.177.12.190,1,0,0,0,1
25462,2019-01-22 4,207.46.13.190,1,0,0,4,1
25463,2019-01-22 10,66.249.66.826,3,0,0,10,3
25464,2019-01-22 10,31.56.96.120,1,0,0,10,1
25465,2019-01-22 3,207.46.13.406,1,0,0,3,1
25466,2019-01-22 7,5.78.198.481,0,1,0,7,1
25467,2019-01-22 7,5.211.97.774,1,0,0,7,1
25468,2019-01-22 8,40.77.167.634,1,0,0,8,1
25469,2019-01-15 6,5.211.97.39,0,1,0,6,1
25470,2019-01-22 1,2.179.141.495,0,1,0,1,1
25471,2019-01-19 3,207.46.13.115,2,0,0,3,2
25472,2019-01-22 7,66.249.66.988,0,1,0,7,1
25473,2019-01-22 11,2.179.141.10,0,1,0,11,1
25474,2019-01-22 10,66.249.66.2,1,0,0,10,1
25475,2019-01-22 2,91.99.72.384,1,0,0,2,1
25476,2019-01-22 5,2.177.12.183,1,0,0,5,1
25477,2019-01-22 4,2.177.12.423,1,0,0,4,1
25478,2019-01-22 7,40.77.167.849,1,0,0,7,1
25479,2019-01-22 5,5.78.198.592,0,1,0,5,1
25480,2019-01-22 1,5.78.198.817,1,0,0,1,1
25481,2019-01-22 4,66.111.54.377,1,0,0,4,1
25482,2019-01-22 1,66.249.66.879,2,0,0,1,2
25483,2019-01-22 6,2.177.12.901,1,0,0,6,1
25484,2019-01-22 6,66.111.54.492,2,0,0,6,2
25485,2019-01-22 7,66.249.66.189,1,0,0,7,1
25486,2019-01-22 8,66.249.66.513,3,0,0,8,3
25487,2019-01-22 10,66.249.66.631,2,0,0,10,2
25488,2019-01-22 10,91.99.72.641,1,0,0,10,1
25489,2019-01-22 4,66.249.66.91,0,1,0,4,1
25490,2019-01-22 6,66.111.54.129,1,0,0,6,1
25491,2019-01-22 6,91.99.72.138,1,0,0,6,1
25492,2019-01-22 4,66.249.66.355,1,0,0,4,1
25493,2019-01-22 1,5.78.198.350,1,0,0,1,1
25494,2019-01-22 4,54.36.148.247,1,0,0,4,1
25495,2019-01-22 8,66.249.66.11,1,0,0,8,1
25496,2019-01-22 5,5.62.206.672,1,0,0,5,1
25497,2019-01-22 0,66.249.66.409,1,0,0,0,1
25498,2019-01-22 0,66.249.66.331,2,0,0,0,2
25499,2019-01-11 9,5.62.206.59,1,0,0,9,1
25500,2019-01-22 2,2.177.12.677,1,0,0,2,1
25501,2019-01-22 2,2.177.12.93,1,0,0,2,1
25502,2019-01-22 3,5.211.97.939,1,0,0,3,1
25503,2019-01-22 3,5.78.198.927,0,1,0,3,1
25504,2019-01-11 8,54.36.148.590,1,0,0,8,1
25505,2019-01-22 10,91.99.72.335,1,0,0,10,1
25506,2019-01-22 1,66.249.66.531,1,0,0,1,1
25507,2019-01-22 1,66.249.66.870,0,1,0,1,1
25508,2019-01-22 11,40.77.167.964,1,0,0,11,1
25509,2019-01-25 0,5.62.206.87,1,0,0,0,1
25510,2019-01-22 10,2.179.141.446,0,1,0,10,1
25511,2019-01-22 2,54.36.148.162,1,0,0,2,1
25512,2019-01-22 9,66.249.66.477,2,0,0,9,2
25513,2019-01-22 4,2.177.12.207,1,0,0,4,1
25514,2019-01-22 8,66.249.66.951,2,0,0,8,2
25515,2019-01-22 9,66.249.66.976,1,1,0,9,2
25516,2019-01-22 8,5.211.97.692,1,0,0,8,1
25517,2019-01-22 8,54.36.148.133,1,0,0,8,1
25518,2019-01-22 0,66.111.54.182,1,0,0,0,1
25519,2019-01-22 1,66.111.54.966,2,0,0,1,2
25520,2019-01-22 2,91.99.72.615,1,0,0,2,1
25521,2019-01-22 5,5.209.200.194,1,0,0,5,1
25522,2019-01-22 9,5.209.200.7,1,0,0,9,1
25523,2019-01-22 3,5.211.97.451,1,0,0,3,1
25524,2019-01-27 2,5.62.206.274,1,0,0,2,1
25525,2019-01-22 11,91.99.72.784,0,1,0,11,1
25526,2019-01-22 10,207.46.13.115,0,2,0,10,2
25527,2019-01-22 6,66.249.66.813,1,0,0,6,1
25528,2019-01-22 10,91.99.72.826,0,1,0,10,1
25529,2019-01-22 10,40.77.167.23,1,0,0,10,1
25530,2019-01-22 9,2.177.12.502,1,0,0,9,1
25531,2019-01-14 11,5.62.206.614,1,0,0,11,1
25532,2019-01-22 7,66.111.54.276,1,0,0,7,1
25533,2019-01-22 10,54.36.148.179,1,0,0,10,1
25534,2019-01-22 6,54.36.148.150,1,0,0,6,1
25535,2019-01-22 2,66.249.66.25,1,0,0,2,1
25536,2019-01-22 0,5.211.97.431,1,0,0,0,1
25537,2019-01-22 10,5.78.198.198,0,1,0,10,1
25538,2019-01-22 11,54.36.148.749,1,0,0,11,1
25539,2019-01-22 10,40.77.167.356,1,0,0,10,1
25540,2019-01-22 2,2.179.141.525,0,1,0,2,1
25541,2019-01-22 3,54.36.148.989,1,0,0,3,1
25542,2019-01-22 6,207.46.13.566,1,0,0,6,1
25543,2019-01-12 3,66.249.66.91,1,0,0,3,1
25544,2019-01-30 0,5.62.206.887,1,0,0,0,1
25545,2019-01-22 10,5.78.198.26,1,0,0,10,1
25546,2019-01-22 10,5.209.200.291,1,0,0,10,1
25547,2019-01-22 8,91.99.72.132,1,0,0,8,1
25548,2019-01-22 2,5.209.200.144,1,0,0,2,1
25549,2019-01-22 8,5.209.200.584,1,0,0,8,1
25550,2019-01-22 1,54.36.148.544,1,0,0,1,1
25551,2019-01-22 0,54.36.148.420,1,0,0,0,1
25552,2019-01-22 11,91.99.72.15,0,1,0,11,1
25553,2019-01-22 10,2.179.141.332,0,1,0,10,1
25554,2019-01-22 9,5.78.198.778,1,0,0,9,1
25555,2019-01-22 9,54.36.148.706,1,0,0,9,1
25556,2019-01-22 7,54.36.148.532,1,0,0,7,1
25557,2019-01-22 2,66.249.66.1,0,1,0,2,1
25558,2019-01-22 1,91.99.72.659,1,0,0,1,1
25559,2019-01-22 11,66.111.54.595,1,0,0,11,1
25560,2019-01-22 4,204.18.198.598,1,0,0,4,1
25561,2019-01-22 5,91.99.72.191,0,1,0,5,1
25562,2019-01-22 9,91.99.72.775,1,0,0,9,1
25563,2019-01-22 0,66.249.66.254,0,1,0,0,1
25564,2019-01-22 6,91.99.72.502,1,0,0,6,1
25565,2019-01-22 10,31.56.96.808,1,0,0,10,1
25566,2019-01-22 4,5.209.200.880,1,0,0,4,1
25567,2019-01-22 10,54.36.148.487,1,0,0,10,1
25568,2019-01-22 2,66.111.54.839,1,0,0,2,1
25569,2019-01-22 5,91.99.72.680,0,1,0,5,1
25570,2019-01-22 6,54.36.148.164,1,0,0,6,1
25571,2019-01-22 6,66.111.54.706,1,0,0,6,1
25572,2019-01-22 10,31.56.96.183,1,0,0,10,1
25573,2019-01-22 4,5.78.198.553,0,1,0,4,1
25574,2019-01-22 11,204.18.198.61,1,0,0,11,1
25575,2019-01-22 8,204.18.198.666,1,0,0,8,1
25576,2019-01-18 4,66.249.66.194,0,1,0,4,1
25577,2019-01-22 11,66.249.66.193,0,1,0,11,1
25578,2019-01-22 1,40.77.167.530,1,0,0,1,1
25579,2019-01-22 10,91.99.72.508,1,0,0,10,1
25580,2019-01-22 11,5.211.97.791,1,0,0,11,1
25581,2019-01-22 10,91.99.72.545,0,1,0,10,1
25582,2019-01-22 10,5.209.200.54,1,0,0,10,1
25583,2019-01-22 11,31.56.96.327,1,0,0,11,1
25584,2019-01-22 7,5.211.97.749,1,0,0,7,1
25585,2019-01-22 7,91.99.72.329,1,0,0,7,1
25586,2019-01-22 4,2.177.12.998,1,0,0,4,1
25587,2019-01-22 11,91.99.72.14,1,0,0,11,1
25588,2019-01-23 9,5.62.206.328,1,0,0,9,1
25589,2019-01-22 1,5.211.97.275,1,0,0,1,1
25590,2019-01-22 10,54.36.148.291,1,0,0,10,1
25591,2019-01-22 11,2.177.12.383,1,0,0,11,1
25592,2019-01-22 9,5.211.97.932,1,0,0,9,1
25593,2019-01-22 4,2.177.12.910,1,0,0,4,1
25594,2019-01-22 8,66.249.66.626,2,0,0,8,2
25595,2019-01-22 5,66.249.66.734,1,1,0,5,2
25596,2019-01-22 1,66.249.66.860,1,0,0,1,1
25597,2019-01-22 3,66.111.54.981,1,0,0,3,1
25598,2019-01-22 9,66.249.66.741,1,0,0,9,1
25599,2019-01-22 4,66.249.66.677,1,0,0,4,1
25600,2019-01-22 7,2.179.141.767,0,1,0,7,1
25601,2019-01-22 2,54.36.148.147,1,0,0,2,1
25602,2019-01-22 1,66.249.66.964,0,1,0,1,1
25603,2019-01-22 6,66.249.66.604,1,0,0,6,1
25604,2019-01-22 4,66.249.66.38,2,0,0,4,2
25605,2019-01-22 11,40.77.167.559,1,0,0,11,1
25606,2019-01-22 0,91.99.72.51,1,0,0,0,1
25607,2019-01-22 6,66.111.54.105,1,0,0,6,1
25608,2019-01-22 9,91.99.72.811,1,0,0,9,1
25609,2019-01-11 11,54.36.148.708,1,0,0,11,1
25610,2019-01-22 11,66.249.66.4,1,0,0,11,1
25611,2019-01-22 8,66.249.66.581,1,0,0,8,1
25612,2019-01-22 5,5.211.97.63,2,0,0,5,2
25613,2019-01-22 0,66.249.66.881,1,0,0,0,1
25614,2019-01-22 7,91.99.72.230,2,0,0,7,2
25615,2019-01-22 2,5.209.200.390,1,0,0,2,1
25616,2019-01-22 4,66.249.66.526,1,0,0,4,1
25617,2019-01-22 1,204.18.198.67,1,0,0,1,1
25618,2019-01-22 2,66.249.66.456,2,0,0,2,2
25619,2019-01-22 8,66.249.66.49,2,0,0,8,2
25620,2019-01-22 8,5.209.200.463,1,0,0,8,1
25621,2019-01-22 2,66.111.54.247,1,0,0,2,1
25622,2019-01-22 7,5.209.200.710,2,0,0,7,2
25623,2019-01-16 8,5.62.206.813,1,0,0,8,1
25624,2019-01-22 5,66.249.66.510,1,0,0,5,1
25625,2019-01-22 5,91.99.72.119,1,0,0,5,1
25626,2019-01-22 10,66.111.54.774,2,0,0,10,2
25627,2019-01-22 10,66.249.66.990,0,1,0,10,1
25628,2019-01-22 6,2.179.141.707,0,1,0,6,1
25629,2019-01-22 3,54.36.149.41,1,0,0,3,1
25630,2019-01-22 10,66.249.66.84,1,0,0,10,1
25631,2019-01-22 2,157.55.39.245,0,1,0,2,1
25632,2019-01-22 2,31.56.96.413,1,0,0,2,1
25633,2019-01-22 2,5.211.97.870,1,0,0,2,1
25634,2019-01-22 7,31.56.96.320,1,0,0,7,1
25635,2019-01-22 7,2.177.12.453,1,0,0,7,1
25636,2019-01-22 1,66.249.66.710,1,0,0,1,1
25637,2019-01-22 11,207.46.13.476,1,0,0,11,1
25638,2019-01-22 6,91.99.72.869,1,0,0,6,1
25639,2019-01-22 1,31.56.96.655,1,0,0,1,1
25640,2019-01-22 4,66.249.66.762,1,1,0,4,2
25641,2019-01-22 11,91.99.72.769,1,0,0,11,1
25642,2019-01-22 9,91.99.72.935,0,1,0,9,1
25643,2019-01-22 10,2.179.141.6,0,1,0,10,1
25644,2019-01-22 9,91.99.72.794,0,1,0,9,1
25645,2019-01-22 10,5.211.97.653,1,0,0,10,1
25646,2019-01-22 6,5.78.198.815,1,1,0,6,2
25647,2019-01-22 0,66.249.66.213,1,0,0,0,1
25648,2019-01-22 6,66.249.66.722,1,0,0,6,1
25649,2019-01-22 11,66.249.66.775,1,1,0,11,2
25650,2019-01-22 2,5.211.97.971,1,0,0,2,1
25651,2019-01-22 9,91.99.72.880,0,1,0,9,1
25652,2019-01-22 5,66.249.66.68,0,1,0,5,1
25653,2019-01-22 3,2.177.12.700,1,0,0,3,1
25654,2019-01-22 11,40.77.167.428,1,0,0,11,1
25655,2019-01-22 8,5.78.198.483,1,1,0,8,2
25656,2019-01-22 1,66.249.66.648,1,0,0,1,1
25657,2019-01-22 11,207.46.13.115,1,2,0,11,3
25658,2019-01-22 8,54.36.148.750,1,0,0,8,1
25659,2019-01-22 4,66.111.54.542,2,0,0,4,2
25660,2019-01-22 0,66.249.66.260,1,0,0,0,1
25661,2019-01-22 5,91.99.72.495,1,0,0,5,1
25662,2019-01-22 7,40.77.167.962,1,0,0,7,1
25663,2019-01-22 8,2.177.12.588,1,0,0,8,1
25664,2019-01-22 0,5.209.200.19,1,0,0,0,1
25665,2019-01-22 0,66.249.66.346,1,0,0,0,1
25666,2019-01-22 6,2.179.141.724,0,1,0,6,1
25667,2019-01-22 7,2.177.12.847,1,0,0,7,1
25668,2019-01-22 11,2.179.141.513,0,1,0,11,1
25669,2019-01-22 0,2.179.141.676,0,1,0,0,1
25670,2019-01-22 11,66.249.66.205,2,0,0,11,2
25671,2019-01-22 2,5.211.97.449,1,0,0,2,1
25672,2019-01-22 11,2.177.12.856,1,0,0,11,1
25673,2019-01-22 9,2.177.12.326,1,0,0,9,1
25674,2019-01-22 5,5.209.200.409,1,0,0,5,1
25675,2019-01-16 1,5.211.97.39,0,1,0,1,1
25676,2019-01-22 11,66.111.54.71,1,0,0,11,1
25677,2019-01-22 5,2.179.141.947,0,1,0,5,1
25678,2019-01-22 8,66.249.66.444,1,0,0,8,1
25679,2019-01-22 5,66.111.54.937,1,0,0,5,1
25680,2019-01-22 2,31.56.96.864,1,0,0,2,1
25681,2019-01-24 3,5.209.200.218,2,0,0,3,2
25682,2019-01-14 3,5.62.206.372,1,0,0,3,1
25683,2019-01-22 1,54.36.148.844,1,0,0,1,1
25684,2019-01-22 4,91.99.72.107,0,1,0,4,1
25685,2019-01-22 8,40.77.167.541,1,0,0,8,1
25686,2019-01-22 5,91.99.72.157,1,0,0,5,1
25687,2019-01-22 11,54.36.148.469,1,0,0,11,1
25688,2019-01-22 10,91.99.72.926,1,0,0,10,1
25689,2019-01-22 7,5.209.200.670,1,0,0,7,1
25690,2019-01-22 3,66.249.66.800,1,0,0,3,1
25691,2019-01-22 0,66.111.54.613,1,0,0,0,1
25692,2019-01-14 10,66.249.66.194,0,1,0,10,1
25693,2019-01-22 6,2.179.141.621,0,1,0,6,1
25694,2019-01-29 1,204.18.198.248,0,1,0,1,1
25695,2019-01-22 0,31.56.96.666,1,0,0,0,1
25696,2019-01-22 0,5.211.97.243,1,0,0,0,1
25697,2019-01-22 5,2.177.12.368,1,0,0,5,1
25698,2019-01-22 11,31.56.96.685,1,0,0,11,1
25699,2019-01-22 7,66.249.66.563,1,0,0,7,1
25700,2019-01-22 3,207.46.13.252,1,0,0,3,1
25701,2019-01-22 7,5.209.200.450,1,0,0,7,1
25702,2019-01-22 0,54.36.148.802,1,0,0,0,1
25703,2019-01-22 10,5.211.97.631,1,0,0,10,1
25704,2019-01-22 3,5.211.97.96,1,0,0,3,1
25705,2019-01-22 4,2.179.141.952,0,1,0,4,1
25706,2019-01-22 3,66.249.66.482,1,0,0,3,1
25707,2019-01-22 11,5.211.97.832,1,0,0,11,1
25708,2019-01-22 6,5.209.200.537,1,0,0,6,1
25709,2019-01-30 10,66.249.66.194,0,1,0,10,1
25710,2019-01-22 7,2.177.12.311,1,0,0,7,1
25711,2019-01-22 4,5.211.97.307,1,0,0,4,1
25712,2019-01-22 5,31.56.96.739,1,0,0,5,1
25713,2019-01-22 6,207.46.13.82,1,0,0,6,1
25714,2019-01-22 0,5.62.206.31,1,0,0,0,1
25715,2019-01-22 9,5.209.200.189,1,0,0,9,1
25716,2019-01-22 5,5.78.198.393,1,0,0,5,1
25717,2019-01-22 6,5.211.97.450,1,0,0,6,1
25718,2019-01-22 6,66.249.66.652,1,0,0,6,1
25719,2019-01-22 5,2.179.141.13,0,1,0,5,1
25720,2019-01-22 0,5.78.198.35,1,0,0,0,1
25721,2019-01-22 8,91.99.72.962,0,1,0,8,1
25722,2019-01-22 7,2.179.141.657,0,1,0,7,1
25723,2019-01-22 10,66.249.66.981,1,0,0,10,1
25724,2019-01-22 4,207.46.13.60,1,0,0,4,1
25725,2019-01-22 7,5.209.200.600,1,0,0,7,1
25726,2019-01-22 1,40.77.167.150,1,0,0,1,1
25727,2019-01-22 8,2.177.12.6,1,0,0,8,1
25728,2019-01-17 4,5.62.206.86,1,0,0,4,1
25729,2019-01-22 5,54.36.148.478,1,0,0,5,1
25730,2019-01-22 1,91.99.72.743,0,1,0,1,1
25731,2019-01-22 8,66.249.66.625,2,0,0,8,2
25732,2019-01-22 2,66.249.66.107,2,0,0,2,2
25733,2019-01-22 4,66.249.66.708,1,0,0,4,1
25734,2019-01-22 9,66.249.66.819,1,0,0,9,1
25735,2019-01-22 7,66.111.54.207,1,0,0,7,1
25736,2019-01-22 3,66.111.54.793,1,0,0,3,1
25737,2019-01-22 2,66.249.66.882,2,0,0,2,2
25738,2019-01-22 9,66.111.54.325,1,0,0,9,1
25739,2019-01-22 7,66.249.66.80,1,1,0,7,2
25740,2019-01-22 7,2.177.12.721,1,0,0,7,1
25741,2019-01-22 6,66.111.54.376,1,0,0,6,1
25742,2019-01-22 0,66.249.66.453,2,0,0,0,2
25743,2019-01-22 11,66.249.66.804,2,0,0,11,2
25744,2019-01-22 2,207.46.13.371,1,0,0,2,1
25745,2019-01-22 7,54.36.148.720,1,0,0,7,1
25746,2019-01-22 4,66.111.54.113,1,0,0,4,1
25747,2019-01-22 9,2.177.12.648,1,0,0,9,1
25748,2019-01-22 7,66.249.66.57,1,0,0,7,1
25749,2019-01-22 3,91.99.72.205,1,0,0,3,1
25750,2019-01-22 8,66.249.66.411,1,0,0,8,1
25751,2019-01-22 8,66.249.66.644,1,0,0,8,1
25752,2019-01-22 0,91.99.72.70,1,0,0,0,1
25753,2019-01-22 1,66.249.66.36,1,0,0,1,1
25754,2019-01-22 6,66.249.66.418,1,0,0,6,1
25755,2019-01-22 4,91.99.72.975,1,0,0,4,1
25756,2019-01-22 5,5.211.97.975,1,0,0,5,1
25757,2019-01-22 11,66.249.66.531,1,0,0,11,1
25758,2019-01-22 6,91.99.72.348,0,1,0,6,1
25759,2019-01-22 7,5.211.97.47,1,0,0,7,1
25760,2019-01-27 0,5.62.206.19,1,0,0,0,1
25761,2019-01-22 0,66.249.66.425,3,0,0,0,3
25762,2019-01-22 0,66.249.66.863,2,0,0,0,2
25763,2019-01-22 5,91.99.72.687,2,0,0,5,2
25764,2019-01-22 0,66.249.66.153,2,0,0,0,2
